{'City': '0', 'TotalValue': '30'}
{'City': '1846', 'TotalValue': '11738'}
{'City': '1847', 'TotalValue': '11832'}
{'City': '1848', 'TotalValue': '11841'}
{'City': '1849', 'TotalValue': '11845'}
{'City': '1850', 'TotalValue': '11861'}
{'City': '1851', 'TotalValue': '11861'}
{'City': '1852', 'TotalValue': '11867'}
{'City': '1853', 'TotalValue': '9678'}
{'City': '1854', 'TotalValue': '9684'}
{'City': '1855', 'TotalValue': '9687'}
{'City': '1856', 'TotalValue': '9688'}
{'City': '1857', 'TotalValue': '9695'}
{'City': '1858', 'TotalValue': '9704'}
{'City': '1859', 'TotalValue': '9713'}
{'City': '1860', 'TotalValue': '9740'}
{'City': '1861', 'TotalValue': '9750'}
{'City': '1862', 'TotalValue': '9752'}
{'City': '1863', 'TotalValue': '9753'}
{'City': '1864', 'TotalValue': '9766'}
{'City': '1865', 'TotalValue': '9778'}
{'City': '1866', 'TotalValue': '9800'}
{'City': '1867', 'TotalValue': '9812'}
{'City': '1868', 'TotalValue': '9825'}
{'City': '1869', 'TotalValue': '9867'}
{'City': '1870', 'TotalValue': '9915'}
{'City': '1871', 'TotalValue': '9924'}
{'City': '1872', 'TotalValue': '9952'}
{'City': '1873', 'TotalValue': '9974'}
{'City': '1874', 'TotalValue': '9977'}
{'City': '1875', 'TotalValue': '9977'}
{'City': '1876', 'TotalValue': '9979'}
{'City': '1877', 'TotalValue': '10076'}
{'City': '1878', 'TotalValue': '10076'}
{'City': '1879', 'TotalValue': '10085'}
{'City': '1880', 'TotalValue': '10099'}
{'City': '1881', 'TotalValue': '10102'}
{'City': '1882', 'TotalValue': '10110'}
{'City': '1883', 'TotalValue': '10124'}
{'City': '1884', 'TotalValue': '10127'}
{'City': '1885', 'TotalValue': '10127'}
{'City': '1886', 'TotalValue': '10127'}
{'City': '1887', 'TotalValue': '10138'}
{'City': '1888', 'TotalValue': '10143'}
{'City': '1889', 'TotalValue': '10185'}
{'City': '1890', 'TotalValue': '10185'}
{'City': '1891', 'TotalValue': '10185'}
{'City': '1892', 'TotalValue': '10185'}
{'City': '1893', 'TotalValue': '10189'}
{'City': '1894', 'TotalValue': '10191'}
{'City': '1895', 'TotalValue': '10207'}
{'City': '1896', 'TotalValue': '10207'}
{'City': '1897', 'TotalValue': '10207'}
{'City': '1898', 'TotalValue': '10208'}
{'City': '1899', 'TotalValue': '10215'}
{'City': '1900', 'TotalValue': '10215'}
{'City': '1901', 'TotalValue': '10246'}
{'City': '1902', 'TotalValue': '10291'}
{'City': '1903', 'TotalValue': '10337'}
{'City': '1904', 'TotalValue': '10345'}
{'City': '1905', 'TotalValue': '10353'}
{'City': '1906', 'TotalValue': '10353'}
{'City': '1907', 'TotalValue': '10361'}
{'City': '1908', 'TotalValue': '10393'}
{'City': '1909', 'TotalValue': '10393'}
{'City': '1910', 'TotalValue': '10393'}
{'City': '1911', 'TotalValue': '10393'}
{'City': '1912', 'TotalValue': '10393'}
{'City': '1913', 'TotalValue': '10393'}
{'City': '1914', 'TotalValue': '10393'}
{'City': '1915', 'TotalValue': '10395'}
{'City': '1916', 'TotalValue': '10395'}
{'City': '1917', 'TotalValue': '10395'}
{'City': '1918', 'TotalValue': '10396'}
{'City': '1919', 'TotalValue': '10396'}
{'City': '1920', 'TotalValue': '10396'}
{'City': '1921', 'TotalValue': '10396'}
{'City': '1922', 'TotalValue': '10396'}
{'City': '1923', 'TotalValue': '10396'}
{'City': '1924', 'TotalValue': '10398'}
{'City': '1925', 'TotalValue': '10402'}
{'City': '1926', 'TotalValue': '10403'}
{'City': '1927', 'TotalValue': '10413'}
{'City': '1928', 'TotalValue': '10424'}
{'City': '1929', 'TotalValue': '10424'}
{'City': '1930', 'TotalValue': '10472'}
{'City': '1931', 'TotalValue': '11868'}
{'City': '1932', 'TotalValue': '11881'}
{'City': '1933', 'TotalValue': '11881'}
{'City': '1934', 'TotalValue': '11889'}
{'City': '1935', 'TotalValue': '11901'}
{'City': '1936', 'TotalValue': '11904'}
{'City': '1937', 'TotalValue': '11905'}
{'City': '1938', 'TotalValue': '11966'}
{'City': '1939', 'TotalValue': '12022'}
{'City': '1940', 'TotalValue': '12027'}
{'City': '1941', 'TotalValue': '12028'}
{'City': '1942', 'TotalValue': '12031'}
{'City': '1943', 'TotalValue': '12034'}
{'City': '1944', 'TotalValue': '12036'}
{'City': '1945', 'TotalValue': '12037'}
{'City': '1946', 'TotalValue': '12055'}
{'City': '1947', 'TotalValue': '12068'}
{'City': '1948', 'TotalValue': '12079'}
{'City': '1949', 'TotalValue': '12079'}
{'City': '1950', 'TotalValue': '12082'}
{'City': '1951', 'TotalValue': '12088'}
{'City': '1952', 'TotalValue': '12093'}
{'City': '1953', 'TotalValue': '12110'}
{'City': '1954', 'TotalValue': '12114'}
{'City': '1955', 'TotalValue': '12119'}
{'City': '1956', 'TotalValue': '12129'}
{'City': '1957', 'TotalValue': '12136'}
{'City': '1958', 'TotalValue': '12140'}
{'City': '1959', 'TotalValue': '12145'}
{'City': '1960', 'TotalValue': '12145'}
{'City': '1961', 'TotalValue': '12146'}
{'City': '1962', 'TotalValue': '12167'}
{'City': '1963', 'TotalValue': '12429'}
{'City': '1964', 'TotalValue': '12443'}
{'City': '1965', 'TotalValue': '12448'}
{'City': '1966', 'TotalValue': '12527'}
{'City': '1967', 'TotalValue': '12538'}
{'City': '1968', 'TotalValue': '12547'}
{'City': '1969', 'TotalValue': '12558'}
{'City': '1970', 'TotalValue': '12568'}
{'City': '1971', 'TotalValue': '12599'}
{'City': '1972', 'TotalValue': '12599'}
{'City': '1973', 'TotalValue': '12646'}
{'City': '1974', 'TotalValue': '12667'}
{'City': '1975', 'TotalValue': '12669'}
{'City': '1976', 'TotalValue': '12670'}
{'City': '1977', 'TotalValue': '12672'}
{'City': '1978', 'TotalValue': '12672'}
{'City': '1979', 'TotalValue': '12734'}
{'City': '1980', 'TotalValue': '12743'}
{'City': '1981', 'TotalValue': '12759'}
{'City': '1982', 'TotalValue': '12770'}
{'City': '1983', 'TotalValue': '12782'}
{'City': '1984', 'TotalValue': '12782'}
{'City': '1985', 'TotalValue': '12783'}
{'City': '1986', 'TotalValue': '10484'}
{'City': '1987', 'TotalValue': '10484'}
{'City': '1988', 'TotalValue': '10487'}
{'City': '1989', 'TotalValue': '10499'}
{'City': '1990', 'TotalValue': '11085'}
{'City': '1991', 'TotalValue': '10514'}
{'City': '1992', 'TotalValue': '10524'}
{'City': '1993', 'TotalValue': '10532'}
{'City': '1994', 'TotalValue': '10532'}
{'City': '1995', 'TotalValue': '10541'}
{'City': '1996', 'TotalValue': '10541'}
{'City': '1997', 'TotalValue': '10541'}
{'City': '1998', 'TotalValue': '10567'}
{'City': '1999', 'TotalValue': '10590'}
{'City': '2000', 'TotalValue': '10595'}
{'City': '2001', 'TotalValue': '10613'}
{'City': '2002', 'TotalValue': '10640'}
{'City': '2003', 'TotalValue': '10651'}
{'City': '2004', 'TotalValue': '10652'}
{'City': '2005', 'TotalValue': '10669'}
{'City': '2006', 'TotalValue': '10670'}
{'City': '2007', 'TotalValue': '10770'}
{'City': '2008', 'TotalValue': '10792'}
{'City': '2009', 'TotalValue': '10792'}
{'City': '2010', 'TotalValue': '10795'}
{'City': '2011', 'TotalValue': '10810'}
{'City': '2012', 'TotalValue': '10810'}
{'City': '2013', 'TotalValue': '10816'}
{'City': '2014', 'TotalValue': '10829'}
{'City': '2015', 'TotalValue': '10831'}
{'City': '2016', 'TotalValue': '10837'}
{'City': '2017', 'TotalValue': '10854'}
{'City': '2018', 'TotalValue': '10867'}
{'City': '2019', 'TotalValue': '10898'}
{'City': '2020', 'TotalValue': '10967'}
{'City': '2021', 'TotalValue': '10975'}
{'City': '2022', 'TotalValue': '10988'}
{'City': '2023', 'TotalValue': '11018'}
{'City': '2024', 'TotalValue': '11042'}
{'City': '2025', 'TotalValue': '11044'}
{'City': '2026', 'TotalValue': '11084'}
{'City': '2027', 'TotalValue': '11084'}
{'City': '2028', 'TotalValue': '11093'}
{'City': '2029', 'TotalValue': '11097'}
{'City': '2030', 'TotalValue': '11107'}
{'City': '2031', 'TotalValue': '11118'}
{'City': '2032', 'TotalValue': '11124'}
{'City': '2033', 'TotalValue': '11129'}
{'City': '2034', 'TotalValue': '11130'}
{'City': '2035', 'TotalValue': '11145'}
{'City': '2036', 'TotalValue': '11178'}
{'City': '2037', 'TotalValue': '11179'}
{'City': '2038', 'TotalValue': '11190'}
{'City': '2039', 'TotalValue': '11196'}
{'City': '2040', 'TotalValue': '11214'}
{'City': '2041', 'TotalValue': '12786'}
{'City': '2042', 'TotalValue': '12789'}
{'City': '2043', 'TotalValue': '12789'}
{'City': '2044', 'TotalValue': '12789'}
{'City': '2045', 'TotalValue': '12789'}
{'City': '2046', 'TotalValue': '12791'}
{'City': '2047', 'TotalValue': '12814'}
{'City': '2048', 'TotalValue': '12825'}
{'City': '2049', 'TotalValue': '12839'}
{'City': '2050', 'TotalValue': '12851'}
{'City': '2051', 'TotalValue': '12860'}
{'City': '2052', 'TotalValue': '12861'}
{'City': '2053', 'TotalValue': '12864'}
{'City': '2054', 'TotalValue': '12871'}
{'City': '2055', 'TotalValue': '12873'}
{'City': '2056', 'TotalValue': '12873'}
{'City': '2057', 'TotalValue': '12880'}
{'City': '2058', 'TotalValue': '12882'}
{'City': '2059', 'TotalValue': '12884'}
{'City': '2060', 'TotalValue': '12902'}
{'City': '2061', 'TotalValue': '12938'}
{'City': '2062', 'TotalValue': '12945'}
{'City': '2063', 'TotalValue': '12952'}
{'City': '2064', 'TotalValue': '12952'}
{'City': '2065', 'TotalValue': '12953'}
{'City': '2066', 'TotalValue': '12956'}
{'City': '2067', 'TotalValue': '11214'}
{'City': '2068', 'TotalValue': '11231'}
{'City': '2069', 'TotalValue': '11232'}
{'City': '2070', 'TotalValue': '11239'}
{'City': '2071', 'TotalValue': '11244'}
{'City': '2072', 'TotalValue': '11253'}
{'City': '2073', 'TotalValue': '11263'}
{'City': '2074', 'TotalValue': '11265'}
{'City': '2075', 'TotalValue': '11277'}
{'City': '2076', 'TotalValue': '11287'}
{'City': '2077', 'TotalValue': '11302'}
{'City': '2078', 'TotalValue': '11304'}
{'City': '2079', 'TotalValue': '11307'}
{'City': '2080', 'TotalValue': '11307'}
{'City': '2081', 'TotalValue': '11308'}
{'City': '2082', 'TotalValue': '11339'}
{'City': '2083', 'TotalValue': '11339'}
{'City': '2084', 'TotalValue': '11348'}
{'City': '2085', 'TotalValue': '11367'}
{'City': '2086', 'TotalValue': '11383'}
{'City': '2087', 'TotalValue': '11383'}
{'City': '2088', 'TotalValue': '11412'}
{'City': '2089', 'TotalValue': '11413'}
{'City': '2090', 'TotalValue': '11421'}
{'City': '2091', 'TotalValue': '11440'}
{'City': '2092', 'TotalValue': '11455'}
{'City': '2093', 'TotalValue': '12960'}
{'City': '2094', 'TotalValue': '12965'}
{'City': '2095', 'TotalValue': '12966'}
{'City': '2096', 'TotalValue': '12966'}
{'City': '2097', 'TotalValue': '12971'}
{'City': '2098', 'TotalValue': '12976'}
{'City': '2099', 'TotalValue': '12978'}
{'City': '2100', 'TotalValue': '12987'}
{'City': '2101', 'TotalValue': '12991'}
{'City': '2102', 'TotalValue': '12991'}
{'City': '2103', 'TotalValue': '13074'}
{'City': '2104', 'TotalValue': '13096'}
{'City': '2105', 'TotalValue': '13121'}
{'City': '2106', 'TotalValue': '13122'}
{'City': '2107', 'TotalValue': '13152'}
{'City': '2108', 'TotalValue': '13154'}
{'City': '2109', 'TotalValue': '13173'}
{'City': '2110', 'TotalValue': '13181'}
{'City': '2111', 'TotalValue': '13187'}
{'City': '2112', 'TotalValue': '13205'}
{'City': '2113', 'TotalValue': '13216'}
{'City': '2114', 'TotalValue': '13222'}
{'City': '2115', 'TotalValue': '13228'}
{'City': '2116', 'TotalValue': '13234'}
{'City': '2117', 'TotalValue': '13266'}
{'City': '2118', 'TotalValue': '13279'}
{'City': '2119', 'TotalValue': '11476'}
{'City': '2120', 'TotalValue': '11488'}
{'City': '2121', 'TotalValue': '11506'}
{'City': '2122', 'TotalValue': '11506'}
{'City': '2123', 'TotalValue': '11509'}
{'City': '2124', 'TotalValue': '11522'}
{'City': '2125', 'TotalValue': '11551'}
{'City': '2126', 'TotalValue': '11575'}
{'City': '2127', 'TotalValue': '11618'}
{'City': '2128', 'TotalValue': '11629'}
{'City': '2129', 'TotalValue': '11631'}
{'City': '2130', 'TotalValue': '11657'}
{'City': '2131', 'TotalValue': '11696'}
{'City': '2132', 'TotalValue': '11709'}
{'City': '2133', 'TotalValue': '11715'}
{'City': '2134', 'TotalValue': '11716'}
{'City': '2135', 'TotalValue': '11733'}
{'City': '2136', 'TotalValue': '11755'}
{'City': '2137', 'TotalValue': '11902'}
{'City': '2138', 'TotalValue': '11755'}
{'City': '2139', 'TotalValue': '11832'}
{'City': '2140', 'TotalValue': '11846'}
{'City': '2141', 'TotalValue': '11860'}
{'City': '2142', 'TotalValue': '11861'}
{'City': '2143', 'TotalValue': '11864'}
{'City': '2144', 'TotalValue': '11884'}
{'City': '2145', 'TotalValue': '11885'}
{'City': '2146', 'TotalValue': '11888'}
{'City': '2147', 'TotalValue': '13307'}
{'City': '2148', 'TotalValue': '13318'}
{'City': '2149', 'TotalValue': '13318'}
{'City': '2150', 'TotalValue': '13325'}
{'City': '2151', 'TotalValue': '13325'}
{'City': '2152', 'TotalValue': '13325'}
{'City': '2153', 'TotalValue': '13353'}
{'City': '2154', 'TotalValue': '13367'}
{'City': '2155', 'TotalValue': '13373'}
{'City': '2156', 'TotalValue': '13387'}
{'City': '2157', 'TotalValue': '13387'}
{'City': '2158', 'TotalValue': '13395'}
{'City': '2159', 'TotalValue': '13400'}
{'City': '2160', 'TotalValue': '13408'}
{'City': '2161', 'TotalValue': '13414'}
{'City': '2162', 'TotalValue': '13438'}
{'City': '2163', 'TotalValue': '13449'}
{'City': '2164', 'TotalValue': '13455'}
{'City': '2165', 'TotalValue': '13455'}
{'City': '2166', 'TotalValue': '13461'}
{'City': '2167', 'TotalValue': '13462'}
{'City': '2168', 'TotalValue': '13477'}
{'City': '2169', 'TotalValue': '13477'}
{'City': '2170', 'TotalValue': '13477'}
{'City': '2171', 'TotalValue': '13522'}
{'City': '2172', 'TotalValue': '13522'}
{'City': '2173', 'TotalValue': '11901'}
{'City': '2174', 'TotalValue': '11902'}
{'City': '2175', 'TotalValue': '11903'}
{'City': '2176', 'TotalValue': '11903'}
{'City': '2177', 'TotalValue': '11904'}
{'City': '2178', 'TotalValue': '11905'}
{'City': '2179', 'TotalValue': '11945'}
{'City': '2180', 'TotalValue': '11986'}
{'City': '2181', 'TotalValue': '12015'}
{'City': '2182', 'TotalValue': '12023'}
{'City': '2183', 'TotalValue': '12024'}
{'City': '2184', 'TotalValue': '12025'}
{'City': '2185', 'TotalValue': '12029'}
{'City': '2186', 'TotalValue': '12032'}
{'City': '2187', 'TotalValue': '12033'}
{'City': '2188', 'TotalValue': '12039'}
{'City': '2189', 'TotalValue': '12043'}
{'City': '2190', 'TotalValue': '12046'}
{'City': '2191', 'TotalValue': '12067'}
{'City': '2192', 'TotalValue': '12082'}
{'City': '2193', 'TotalValue': '12093'}
{'City': '2194', 'TotalValue': '12113'}
{'City': '2195', 'TotalValue': '12136'}
{'City': '2196', 'TotalValue': '12459'}
{'City': '2197', 'TotalValue': '12525'}
{'City': '2198', 'TotalValue': '12562'}
{'City': '2199', 'TotalValue': '12595'}
{'City': '2200', 'TotalValue': '13529'}
{'City': '2201', 'TotalValue': '13531'}
{'City': '2202', 'TotalValue': '13574'}
{'City': '2203', 'TotalValue': '13613'}
{'City': '2204', 'TotalValue': '13614'}
{'City': '2205', 'TotalValue': '13623'}
{'City': '2206', 'TotalValue': '13625'}
{'City': '2207', 'TotalValue': '13632'}
{'City': '2208', 'TotalValue': '13642'}
{'City': '2209', 'TotalValue': '13651'}
{'City': '2210', 'TotalValue': '13653'}
{'City': '2211', 'TotalValue': '13654'}
{'City': '2212', 'TotalValue': '13656'}
{'City': '2213', 'TotalValue': '13658'}
{'City': '2214', 'TotalValue': '13685'}
{'City': '2215', 'TotalValue': '13702'}
{'City': '2216', 'TotalValue': '13717'}
{'City': '2217', 'TotalValue': '13727'}
{'City': '2218', 'TotalValue': '13756'}
{'City': '2219', 'TotalValue': '13783'}
{'City': '2220', 'TotalValue': '13784'}
{'City': '2221', 'TotalValue': '13802'}
{'City': '2222', 'TotalValue': '13802'}
{'City': '2223', 'TotalValue': '13811'}
{'City': '2224', 'TotalValue': '13835'}
{'City': '2225', 'TotalValue': '13906'}
{'City': '2226', 'TotalValue': '13908'}
{'City': '2227', 'TotalValue': '13945'}
{'City': '2228', 'TotalValue': '12596'}
{'City': '2229', 'TotalValue': '12604'}
{'City': '2230', 'TotalValue': '12608'}
{'City': '2231', 'TotalValue': '12608'}
{'City': '2232', 'TotalValue': '12618'}
{'City': '2233', 'TotalValue': '12624'}
{'City': '2234', 'TotalValue': '12631'}
{'City': '2235', 'TotalValue': '12641'}
{'City': '2236', 'TotalValue': '12649'}
{'City': '2237', 'TotalValue': '12679'}
{'City': '2238', 'TotalValue': '12688'}
{'City': '2239', 'TotalValue': '12688'}
{'City': '2240', 'TotalValue': '12690'}
{'City': '2241', 'TotalValue': '12691'}
{'City': '2242', 'TotalValue': '12692'}
{'City': '2243', 'TotalValue': '12745'}
{'City': '2244', 'TotalValue': '12747'}
{'City': '2245', 'TotalValue': '12752'}
{'City': '2246', 'TotalValue': '12766'}
{'City': '2247', 'TotalValue': '12768'}
{'City': '2248', 'TotalValue': '12773'}
{'City': '2249', 'TotalValue': '12782'}
{'City': '2250', 'TotalValue': '12790'}
{'City': '2251', 'TotalValue': '12792'}
{'City': '2252', 'TotalValue': '12818'}
{'City': '2253', 'TotalValue': '13949'}
{'City': '2254', 'TotalValue': '14043'}
{'City': '2255', 'TotalValue': '14051'}
{'City': '2256', 'TotalValue': '14058'}
{'City': '2257', 'TotalValue': '14093'}
{'City': '2258', 'TotalValue': '14111'}
{'City': '2259', 'TotalValue': '14124'}
{'City': '2260', 'TotalValue': '14173'}
{'City': '2261', 'TotalValue': '14175'}
{'City': '2262', 'TotalValue': '14176'}
{'City': '2263', 'TotalValue': '14178'}
{'City': '2264', 'TotalValue': '14183'}
{'City': '2265', 'TotalValue': '14184'}
{'City': '2266', 'TotalValue': '14309'}
{'City': '2267', 'TotalValue': '14310'}
{'City': '2268', 'TotalValue': '14354'}
{'City': '2269', 'TotalValue': '14354'}
{'City': '2270', 'TotalValue': '14371'}
{'City': '2271', 'TotalValue': '14374'}
{'City': '2272', 'TotalValue': '14409'}
{'City': '2273', 'TotalValue': '14419'}
{'City': '2274', 'TotalValue': '14426'}
{'City': '2275', 'TotalValue': '14440'}
{'City': '2276', 'TotalValue': '14467'}
{'City': '2277', 'TotalValue': '14479'}
{'City': '2278', 'TotalValue': '14483'}
{'City': '2279', 'TotalValue': '14484'}
{'City': '2280', 'TotalValue': '12826'}
{'City': '2281', 'TotalValue': '12827'}
{'City': '2282', 'TotalValue': '12840'}
{'City': '2283', 'TotalValue': '12852'}
{'City': '2284', 'TotalValue': '12864'}
{'City': '2285', 'TotalValue': '12879'}
{'City': '2286', 'TotalValue': '12887'}
{'City': '2287', 'TotalValue': '12902'}
{'City': '2288', 'TotalValue': '12918'}
{'City': '2289', 'TotalValue': '12965'}
{'City': '2290', 'TotalValue': '12965'}
{'City': '2291', 'TotalValue': '12968'}
{'City': '2292', 'TotalValue': '12968'}
{'City': '2293', 'TotalValue': '12973'}
{'City': '2294', 'TotalValue': '12996'}
{'City': '2295', 'TotalValue': '12996'}
{'City': '2296', 'TotalValue': '13058'}
{'City': '2297', 'TotalValue': '13095'}
{'City': '2298', 'TotalValue': '13123'}
{'City': '2299', 'TotalValue': '13126'}
{'City': '2300', 'TotalValue': '13149'}
{'City': '2301', 'TotalValue': '13151'}
{'City': '2302', 'TotalValue': '13152'}
{'City': '2303', 'TotalValue': '13189'}
{'City': '2304', 'TotalValue': '13199'}
{'City': '2305', 'TotalValue': '13209'}
{'City': '2306', 'TotalValue': '14485'}
{'City': '2307', 'TotalValue': '14500'}
{'City': '2308', 'TotalValue': '14501'}
{'City': '2309', 'TotalValue': '14503'}
{'City': '2310', 'TotalValue': '14511'}
{'City': '2311', 'TotalValue': '14525'}
{'City': '2312', 'TotalValue': '14525'}
{'City': '2313', 'TotalValue': '14526'}
{'City': '2314', 'TotalValue': '14526'}
{'City': '2315', 'TotalValue': '14529'}
{'City': '2316', 'TotalValue': '14535'}
{'City': '2317', 'TotalValue': '14537'}
{'City': '2318', 'TotalValue': '14538'}
{'City': '2319', 'TotalValue': '14539'}
{'City': '2320', 'TotalValue': '14540'}
{'City': '2321', 'TotalValue': '14543'}
{'City': '2322', 'TotalValue': '14560'}
{'City': '2323', 'TotalValue': '14603'}
{'City': '2324', 'TotalValue': '14633'}
{'City': '2325', 'TotalValue': '14638'}
{'City': '2326', 'TotalValue': '14638'}
{'City': '2327', 'TotalValue': '14644'}
{'City': '2328', 'TotalValue': '14653'}
{'City': '2329', 'TotalValue': '14654'}
{'City': '2330', 'TotalValue': '14667'}
{'City': '2331', 'TotalValue': '14667'}
{'City': '2332', 'TotalValue': '14676'}
{'City': '2333', 'TotalValue': '14683'}
{'City': '2334', 'TotalValue': '13212'}
{'City': '2335', 'TotalValue': '13216'}
{'City': '2336', 'TotalValue': '13223'}
{'City': '2337', 'TotalValue': '13226'}
{'City': '2338', 'TotalValue': '13228'}
{'City': '2339', 'TotalValue': '13233'}
{'City': '2340', 'TotalValue': '13235'}
{'City': '2341', 'TotalValue': '13250'}
{'City': '2342', 'TotalValue': '13282'}
{'City': '2343', 'TotalValue': '13282'}
{'City': '2344', 'TotalValue': '13302'}
{'City': '2345', 'TotalValue': '13308'}
{'City': '2346', 'TotalValue': '13352'}
{'City': '2347', 'TotalValue': '13352'}
{'City': '2348', 'TotalValue': '13357'}
{'City': '2349', 'TotalValue': '13363'}
